oa_id,doi,title,year,frame,venue,stratum,N_h,n_h,weight,cited
W4386715814,10.1007/s10664-023-10335-6,An investigation of online and offline learning models for online Just-in-Time Software Defect Prediction,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4386764751,10.1016/j.ejor.2023.09.010,Explainability in process outcome prediction: Guidelines to obtain interpretable and faithful models,2023,B,European Journal of Operational Research,v1:European Journal of Operational Research,1,1,1.0,
W4386833453,10.1007/s10664-023-10341-8,On the validity of retrospective predictive performance evaluation procedures in just-in-time software defect prediction,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4386874052,10.1016/j.engappai.2023.107028,Trace encoding in process mining: A survey and benchmarking,2023,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,
W4387004102,10.1007/s10664-023-10375-y,"Experimental comparison of features, analyses, and classifiers for Android malware detection",2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4387101695,10.1007/s10664-023-10361-4,"Automated detection, categorisation and developers’ experience with the violations of honesty in mobile apps",2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4387121962,10.1155/2023/8867057,Decision-Making Based on Predictive Process Monitoring of Patient Treatment Processes: A Case Study of Emergency Patients,2023,B,Advances in Operations Research,v1:Advances in Operations Research,1,1,1.0,
W4387341418,10.1016/j.dss.2023.114102,A hybrid framework using explainable AI (XAI) in cyber-risk management for defence and recovery against phishing attacks,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4387453363,10.1016/j.is.2023.102289,"Discovery, simulation, and optimization of business processes with differentiated resources",2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4387470007,10.1109/icpm60904.2023.10271960,Measuring the Stability of Process Outcome Predictions in Online Settings,2023,B,,v1:nan,16,16,1.0,
W4387492937,10.1016/j.is.2023.102293,A taxonomy and ontology for digital platforms,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4387583615,10.1109/etfa54631.2023.10275361,Predictive Process Monitoring for Prediction of Remaining Cycle Time in Automated Manufacturing: A Case Study,2023,B,,v1:nan,16,16,1.0,
W4387652178,10.1016/j.dss.2023.114106,Locally interpretable tree boosting: An application to house price prediction,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4387709463,10.1016/j.is.2023.102307,GSM: A generalized approach to Supervised Meta-blocking for scalable entity resolution,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4387917776,10.1007/978-3-031-44505-7_31,Discovering Explicit Scale-Up Criteria in Crisis Response with Decision Mining,2023,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,
W4388209009,10.1016/j.is.2023.102314,Reproducible experiments for generating pre-processing pipelines for AutoETL,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4388294588,10.1007/s10664-023-10393-w,Generating and detecting true ambiguity: a forgotten danger in DNN supervision testing,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4388341803,10.1007/s10270-023-01132-2,From process mining to augmented process execution,2023,B,Software & Systems Modeling,v1:Software & Systems Modeling,2,2,1.0,
W4388441002,10.1016/j.jlamp.2023.100928,Business processes resource management using rewriting logic and deep-learning-based predictive monitoring,2023,B,Journal of Logical and Algebraic Methods in Programming,v1:Journal of Logical and Algebraic Methods in Programming,1,1,1.0,
W4388572082,10.1016/j.dss.2023.114121,An explanation framework and method for AI-based text emotion analysis and visualisation,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4388706046,10.1007/s10664-023-10396-7,An empirical study on software understandability and its dependence on code characteristics,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4388971801,10.1007/s10664-023-10402-y,Fairness-aware machine learning engineering: how far are we?,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4389153203,10.1007/s10664-023-10423-7,Multi-granular software annotation using file-level weak labelling,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4389337815,10.1007/s10664-023-10374-z,Assessing the utility of text-to-SQL approaches for satisfying software developer information needs,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4389454570,10.1016/j.is.2023.102330,Validation set sampling strategies for predictive process monitoring,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4389625424,10.1007/s10664-023-10408-6,On the adoption and effects of source code reuse on defect proneness and maintenance effort,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4389685461,10.1007/s10664-023-10409-5,Detection and evaluation of bias-inducing features in machine learning,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4389794218,10.1007/s10664-023-10395-8,Predicting merge conflicts considering social and technical assets,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4389905850,10.1016/j.im.2023.103907,Biometric m-payment systems: A multi-analytical approach to determining use intention,2023,A,Information & Management,v1:Information & Management,20,20,1.0,
W4389989770,10.1016/j.is.2023.102339,Foundations and practice of binary process discovery,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4390063440,10.1016/j.is.2023.102340,A screenshot-based task mining framework for disclosing the drivers behind variable human actions,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4390102651,10.1016/j.is.2023.102341,HubHSP graph: Capturing local geometrical and statistical data properties via spanning graphs,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4390141881,10.1016/j.is.2023.102342,Is text preprocessing still worth the time? A comparative survey on the influence of popular preprocessing methods on Transformers and traditional classifiers,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4390192114,10.21817/indjcse/2023/v14i6/231406036,BUSINESS PROCESS OUTCOME PREDICTION USING ATTENTION BASED LSTM,2023,B,Indian Journal of Computer Science and Engineering,v1:Indian Journal of Computer Science and Engineering,1,1,1.0,
W4390431291,10.1016/j.dss.2023.114151,A new perspective on classification: Optimally allocating limited resources to uncertain tasks,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4390548239,10.1145/3632410.3632435,Towards Business Process Observability,2024,B,,v1:nan,16,16,1.0,
W4390570643,10.1007/s10664-023-10419-3,Search-based Automatic Repair for Fairness and Accuracy in Decision-making Software,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4390704240,10.1007/978-3-031-50974-2_3,An Experiment on Transfer Learning for Suffix Prediction on Event Logs,2024,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4390872958,10.1109/tsc.2024.3353817,Explainable and Effective Process Remaining Time Prediction Using Feature-Informed Cascade Prediction Model,2024,B,IEEE Transactions on Services Computing,v1:IEEE Transactions on Services Computing,5,5,1.0,
W4390911025,10.1007/s10115-023-02042-x,A systematic literature review on the application of process mining to Industry 4.0,2024,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,
W4391092733,10.1109/tai.2024.3357041,Why Should I Trust Your Explanation? An Evaluation Approach for XAI Methods Applied to Predictive Process Monitoring Results,2024,B,IEEE Transactions on Artificial Intelligence,v1:IEEE Transactions on Artificial Intelligence,1,1,1.0,
W4391143283,10.1007/s10844-024-00841-4,Data- & compute-efficient deviance mining via active learning and fast ensembles,2024,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,
W4391467349,10.1109/access.2024.3361650,Tuning Machine Learning to Address Process Mining Requirements,2024,B,IEEE Access,v1:IEEE Access,10,10,1.0,
W4391808283,10.1007/s10796-024-10474-1,Speeding up Explorative BPM with Lightweight IT: the Case of Machine Learning,2024,B,Information Systems Frontiers,v1:Information Systems Frontiers,1,1,1.0,
W4391934098,10.1016/j.dss.2024.114196,Outlier detection using flexible categorization and interrogative agendas,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4392021591,10.1007/s10664-023-10405-9,Analyzing source code vulnerabilities in the D2A dataset with ML ensembles and C-BERT,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4392224127,10.1007/s10664-024-10474-4,An empirical study of challenges in machine learning asset management,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4392471232,10.1007/s10664-023-10436-2,Machine learning-based test smell detection,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4392671470,10.1016/j.engappai.2024.108189,Adaptive goal recognition using process mining techniques,2024,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,
W4392828285,10.1007/s10664-024-10473-5,VaryMinions: leveraging RNNs to identify variants in variability-intensive systems’ logs,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4392881469,10.1016/j.is.2024.102378,"An inter-modal attention-based deep learning framework using unified modality for multimodal fake news, hate speech and offensive language detection",2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4392926865,10.54337/aau679682469,Process Innovation with Analytics in Manufacturing: Exploration through Demonstrator Development,2024,B,,v1:nan,16,16,1.0,
W4393238355,10.1016/j.dajour.2024.100452,A hybrid machine learning with process analytics for predicting customer experience in online insurance services industry,2024,B,Decision Analytics Journal,v1:Decision Analytics Journal,1,1,1.0,
W4393283822,10.1007/s10664-025-10714-1,On the impact of black-box deployment strategies for edge AI on latency and model performance,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4393346601,10.1016/j.dss.2024.114216,Real-time decision support for human–machine interaction in digital railway control rooms,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4393353640,10.1016/j.dss.2024.114215,Prioritising national healthcare service issues from free text feedback – A computational text analysis & predictive modelling approach,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4393870618,10.1007/s10479-024-05943-4,Quantifying and explaining machine learning uncertainty in predictive process monitoring: an operations research perspective,2024,B,Annals of Operations Research,v1:Annals of Operations Research,1,1,1.0,
W4394773220,10.1007/978-3-031-56107-8_15,Uncovering the Hidden Significance of Activities Location in Predictive Process Monitoring,2024,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4394834496,10.1016/j.softx.2024.101734,VERONA: A python library for benchmarking deep learning in business process monitoring,2024,B,SoftwareX,v1:SoftwareX,1,1,1.0,
W4394934815,10.1016/j.dss.2024.114228,Enhancing healthcare decision support through explainable AI models for risk prediction,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4395672944,10.1016/j.dss.2024.114229,Explainable Learning Analytics: Assessing the stability of student success prediction models by means of explainable AI,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4395690061,10.1016/j.dss.2024.114231,The information content of financial statement fraud risk: An ensemble learning approach,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4395697722,10.1016/j.dss.2024.114234,Explaining the model and feature dependencies by decomposition of the Shapley value,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4396581619,10.1007/s10664-024-10467-3,Comparative analysis of real issues in open-source machine learning projects,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4396668324,10.1016/j.is.2024.102401,BF-BigGraph: An efficient subgraph isomorphism approach using machine learning for big graph databases,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4396672924,10.1016/j.im.2024.103972,The power of prediction with Google searches and social media posts: Retail investor interest and IPO pricing,2024,A,Information & Management,v1:Information & Management,20,20,1.0,
W4396680821,10.1109/access.2024.3397185,Comparative Analysis of Classification-Based and Regression-Based Predictive Process Monitoring Models for Accurate and Time-Efficient Remaining Time Prediction,2024,B,IEEE Access,v1:IEEE Access,10,10,1.0,
W4396746070,10.1007/s10664-024-10455-7,Just-in-Time crash prediction for mobile apps,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4396925395,10.1007/s12599-024-00868-5,Data-Driven Identification and Analysis of Waiting Times in Business Processes,2024,B,Business & Information Systems Engineering,v1:Business & Information Systems Engineering,7,7,1.0,
W4397009493,10.1007/s10664-024-10458-4,Two is better than one: digital siblings to improve autonomous driving testing,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4398165585,10.1016/j.is.2024.102409,HUM-CARD: A human crowded annotated real dataset,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4398167886,10.1007/s10729-024-09673-8,A machine learning framework for interpretable predictions in patient pathways: The case of predicting ICU admission for patients with symptoms of sepsis,2024,B,Health Care Management Science,v1:Health Care Management Science,1,1,1.0,
W4398181551,10.1016/j.dss.2024.114250,The power of choice: Examining how selection mechanisms shape decision-making in online community engagement,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4398220997,10.1016/j.eswa.2024.124181,Machine learning in business process management: A systematic literature review,2024,B,Expert Systems with Applications,v1:Expert Systems with Applications,2,2,1.0,
W4399138282,10.1007/s10664-024-10444-w,Machine learning experiment management tools: a mixed-methods empirical study,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4399273119,10.1007/978-3-031-61057-8_25,Making Sense of Temporal Event Data:A Framework for Comparing Techniques for the Discovery of Discriminative Temporal Patterns,2024,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,
W4399290453,10.1007/s10664-024-10468-2,Transformers and meta-tokenization in sentiment analysis for software engineering,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4399475860,10.1016/j.dss.2024.114264,Decomposing the hazard function into interpretable readmission risk components,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4399560843,10.1016/j.dss.2024.114269,Selecting textual analysis tools to classify sustainability information in corporate reporting,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4399647035,10.1007/s10664-024-10469-1,Studying the explanations for the automated prediction of bug and non-bug issues using LIME and SHAP,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4399687308,10.1007/s10664-024-10491-3,A Multi-solution Study on GDPR AI-enabled Completeness Checking of DPAs,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4399774734,10.1007/978-3-031-63215-0_15,Enhancing Predictive Process Monitoring with Conformal Prediction,2024,B,IFIP advances in information and communication technology,v1:IFIP advances in information and communication technology,1,1,1.0,
W4399777225,10.1007/s10664-024-10446-8,OpenSCV: an open hierarchical taxonomy for smart contract vulnerabilities,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4399871949,10.1007/s10664-024-10501-4,Systematic Evaluation of Deep Learning Models for Log-based Failure Prediction,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4400112276,10.1016/j.dss.2024.114276,Explainable AI for enhanced decision-making,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4400843015,10.1016/j.is.2024.102432,LS-ICE: A Load State Intercase Encoding framework for improved predictive monitoring of business processes,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4400888954,10.1007/s10664-024-10515-y,Towards Exploring the Limitations of Test Selection Techniques on Graph Neural Networks: An Empirical Study,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4400890564,10.1007/s10664-024-10520-1,Prioritizing test cases for deep learning-based video classifiers,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4401141387,10.1007/s10664-024-10507-y,Adopting automated bug assignment in practice — a longitudinal case study at Ericsson,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4401179469,10.1007/s10664-024-10502-3,Industrial adoption of machine learning techniques for early identification of invalid bug reports,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4401520495,10.1007/s10664-024-10525-w,Static analysis driven enhancements for comprehension in machine learning notebooks,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4401634465,10.3390/pr12081730,Capability Indices for Digitized Industries: A Review and Outlook of Machine Learning Applications for Predictive Process Control,2024,B,Processes,v1:Processes,1,1,1.0,
W4401646536,10.3390/info15080490,Optimized Early Prediction of Business Processes with Hyperdimensional Computing,2024,B,Information,v1:Information,2,2,1.0,
W4401667316,10.1007/s10664-024-10533-w,Impact of log parsing on deep learning-based anomaly detection,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4401669391,10.1007/s10664-024-10463-7,The best ends by the best means: ethical concerns in app reviews,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4401816671,10.1016/j.dss.2024.114304,HEX: Human-in-the-loop explainability via deep reinforcement learning,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4401833013,10.1016/j.dss.2024.114305,Reliability estimation for individual predictions in machine learning systems: A model reliability-based approach,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4402100982,10.1007/978-3-031-70396-6_3,Conformance Checking of Fuzzy Logs Against Declarative Temporal Specifications,2024,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,
W4402101027,10.1007/978-3-031-70396-6_21,Uncovering Patterns for Local Explanations in Outcome-Based Predictive Process Monitoring,2024,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,
W4402253655,10.1016/j.dss.2024.114324,Modeling the co-diffusion of competing memes in online social networks,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4402592511,10.1109/tsc.2024.3463487,PROPHET: Explainable Predictive Process Monitoring With Heterogeneous Graph Neural Networks,2024,B,IEEE Transactions on Services Computing,v1:IEEE Transactions on Services Computing,5,5,1.0,
W4402593721,10.1109/sse62657.2024.00030,Transformer Models with Explainability for IT Telemetry and Business Events,2024,B,,v1:nan,16,16,1.0,
W4402735319,10.1016/j.is.2024.102461,Proactive conformance checking: An approach for predicting deviations in business processes,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4402764024,10.1007/s10664-024-10508-x,Forecasting software indicators: an industry-academia collaboration,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4402781835,10.1007/s10844-024-00890-9,Nirdizati: an advanced predictive process monitoring toolkit,2024,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,
W4402928874,10.1007/s44311-024-00002-4,"Predictive process monitoring: concepts, challenges, and future research directions",2024,B,Process Science,v1:Process Science,6,6,1.0,
W4402955848,10.1016/j.is.2024.102465,Using AI explainable models and handwriting/drawing tasks for psychological well-being,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4403147914,10.1016/j.is.2024.102474,Modeling higher-order social influence using multi-head graph attention autoencoder,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4403255280,10.1007/s10664-024-10441-z,Evaluating few-shot and contrastive learning methods for code clone detection,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4403271309,10.1016/j.is.2024.102472,Runtime integration of machine learning and simulation for business processes: Time and decision mining predictions,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4403466466,10.1016/j.is.2024.102484,Emerging industry classification based on BERT model,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4403513204,10.3390/jtaer19040138,Cart-State-Aware Discovery of E-Commerce Visitor Journeys with Process Mining,2024,B,Journal of theoretical and applied electronic commerce research,v1:Journal of theoretical and applied electronic commerce research,1,1,1.0,
W4403666828,10.1007/s44257-025-00031-8,Predictive process monitoring for collaborative business processes: concepts and application,2025,B,Discover Analytics,v1:Discover Analytics,1,1,1.0,
W4403727817,10.1016/j.sca.2024.100087,Evaluating early predictive performance of machine learning approaches for engineering change schedule – A case study using predictive process monitoring techniques,2024,B,Supply Chain Analytics,v1:Supply Chain Analytics,1,1,1.0,
W4403886945,10.1007/s10664-024-10580-3,Approaching code search for python as a translation retrieval problem with dual encoders,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4403946933,10.1007/s10664-024-10554-5,The effect of data complexity on classifier performance,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4403989740,10.1007/s10664-024-10565-2,How do ML practitioners perceive explainability? an interview study of practices and challenges,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4404022055,10.1007/s10664-026-10899-z,"An empirical study on logging evolution on stack overflow: trends, topics, and challenges",2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4404342032,10.1016/j.im.2024.104065,Empowering crisis information extraction through actionability event schemata and domain-adaptive pre-training,2024,A,Information & Management,v1:Information & Management,20,20,1.0,
W4404406203,10.1007/s10664-024-10564-3,Can search-based testing with pareto optimization effectively cover failure-revealing test inputs?,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4404436795,10.1016/j.im.2024.104055,Sentiment-devoid lexicons: A novel method for domain-specific textual analysis in business and governance documents,2024,A,Information & Management,v1:Information & Management,20,20,1.0,
W4404646207,10.1016/j.datak.2024.102379,White box specification of intervention policies for prescriptive process monitoring,2024,B,Data & Knowledge Engineering,v1:Data & Knowledge Engineering,2,2,1.0,
W4404674436,10.1007/s10115-024-02280-7,Partially ordered stochastic conformance checking,2024,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,
W4404791108,10.1080/00207543.2024.2432465,Predicting schedule adherence of engineering changes – a case study on effectivity date adherence prediction using machine learning,2024,B,International Journal of Production Research,v1:International Journal of Production Research,1,1,1.0,
W4404905359,10.1016/j.is.2024.102496,VOOL: A modular insight-based framework for vocalizing OLAP sessions,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4405040559,10.1016/j.im.2024.104089,E-mail overload: Exploring employees’ experiences using e-mail during worktime and leisure time and consequences for their subjective well-being,2024,A,Information & Management,v1:Information & Management,20,20,1.0,
W4405214961,10.1177/00368504241292196,Multi-task learning with multi-gate mixture of transformer-based experts for predictive process monitoring in manufacturing,2024,B,Science Progress,v1:Science Progress,1,1,1.0,
W4405395379,10.1016/j.is.2024.102507,Bayesian label distribution propagation: A semi-supervised probabilistic k nearest neighbor classifier,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4405400256,10.1007/s10664-024-10572-3,Collaboration failure analysis in cyber-physical system-of-systems using context fuzzy clustering,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4405423279,10.1016/j.engappai.2024.109772,Developing guidelines for functionally-grounded evaluation of explainable artificial intelligence using tabular data,2024,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,
W4405436972,10.1016/j.is.2024.102510,"Approximate conformance checking: Fast computation of multi-perspective, probabilistic alignments",2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4405469720,10.1007/s10664-026-10892-6,Rethinking software misconfigurations in the real world: an empirical study and literature analysis,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4405570938,10.1007/s10664-024-10583-0,Measuring model alignment for code clone detection using causal interpretation,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4405668734,10.1016/j.is.2024.102495,Capturing end-to-end provenance for machine learning pipelines,2024,A,Information Systems,v1:Information Systems,82,82,1.0,
W4405702048,10.1007/s10664-024-10584-z,An empirical study of business process models and model clones on GitHub,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4405740809,10.1016/j.dss.2024.114378,Can causal machine learning reveal individual bid responses of bank customers? — A study on mortgage loan applications in Belgium,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4406320387,10.1016/j.is.2025.102523,On the use of trajectory data for tackling data scarcity,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4406550498,10.1007/s10664-024-10608-8,On the suitability of hugging face hub for empirical studies,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4406622180,10.1007/s10664-024-10606-w,"Come for syntax, stay for speed, write secure code: an empirical study of security weaknesses in Julia programs",2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4406923810,10.1016/j.dss.2025.114406,Multimodal review helpfulness prediction with a multi-level cognitive reasoning mechanism: A theory-driven graph learning model,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4407009461,10.1016/j.dss.2025.114402,Tell me a story! Narrative-driven XAI with Large Language Models,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4407058968,10.1007/s12599-024-00911-5,Business Process Deviance Mining with Sequential and Declarative Patterns,2025,B,Business & Information Systems Engineering,v1:Business & Information Systems Engineering,7,7,1.0,
W4407176632,10.1186/s12911-025-02898-9,Healthcare trajectories of aging individuals during their last year of life: application of process mining methods to administrative health databases,2025,B,BMC Medical Informatics and Decision Making,v1:BMC Medical Informatics and Decision Making,2,2,1.0,
W4407264242,10.1016/j.is.2025.102528,Advancing EHR analysis: Predictive medication modeling using LLMs,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4407310058,10.1007/s10664-026-10827-1,Classifier or prompt: A case study on legal requirements traceability,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4407538128,10.1007/s13218-024-00878-1,Interpretability in Predictive Process Monitoring Using Process Models: An Expert Evaluation of the VisInter4PPM Framework,2025,B,K&uuml;nstliche Intell.,v1:K&uuml;nstliche Intell.,2,2,1.0,
W4407706105,10.1007/s10664-025-10625-1,Design pattern recognition: a study of large language models,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4407706634,10.1007/s10664-025-10624-2,Boosting source code learning with text-oriented data augmentation: an empirical study,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4407809720,10.1007/s10664-025-10617-1,Hold on! is my feedback useful? evaluating the usefulness of code review comments,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4408444355,10.1016/j.is.2025.102549,The effects of data quality on machine learning performance on tabular data,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4408464377,10.1007/s13218-025-00887-8,Predictive Process Monitoring for Airport Operational Support,2025,B,K&uuml;nstliche Intell.,v1:K&uuml;nstliche Intell.,2,2,1.0,
W4408469030,10.1016/j.engappai.2025.110363,Integrating permutation feature importance with conformal prediction for robust Explainable Artificial Intelligence in predictive process monitoring,2025,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,
W4408827188,10.1016/j.dss.2025.114438,Predicting stock price movement using social network analytics: Posts are sometimes less useful,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4408963678,10.1007/s10994-025-06756-7,Temporal ensemble of multiple patterns’ instances for continuous prediction of events,2025,B,Machine Learning,v1:Machine Learning,2,2,1.0,
W4408985541,10.1007/978-3-031-82225-4_21,Multivariate Approaches for Process Model Forecasting,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4408985702,10.1007/978-3-031-82225-4_22,Enhancing Predictive Process Monitoring Using Semantic Information,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4408985718,10.1007/978-3-031-82225-4_15,On the Impact of Low-Quality Activity Labels in Predictive Process Monitoring,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4408985732,10.1007/978-3-031-82225-4_19,CaLenDiR: Mitigating Case-Length Distortion in Deep-Learning-Based Predictive Process Monitoring,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4408985736,10.1007/978-3-031-82225-4_31,Predicting Unplanned Hospital Readmissions Using Outcome-Oriented Predictive Process Mining,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
