oa_id,doi,title,year,frame,venue,stratum,N_h,n_h,weight,cited,n_chars,n_sents,n_pages,status,status_registered,screen_quote,screen_page,B_stated,B_stated_quote,B_stated_page,B_justified,B_justified_quote,B_justified_page,M_justified,M_justified_quote,M_justified_page,Theta_stated,Theta_stated_quote,Theta_stated_page,Range_reported,Range_reported_quote,Range_reported_page,B_stated_B,B_justified_B,M_justified_B,Theta_stated_B,Range_reported_B,applic_register,applic_evidence
W4380154100,10.1016/j.dss.2023.114024,Interpretable cost-sensitive regression through one-step boosting,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4380624617,10.21203/rs.3.rs-3047994/v1,Research for Remaining time Prediction Log Reduction Method,2023,B,Research Square,v1:Research Square,2,2,1.0,,48774.0,441.0,23.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4380686481,10.3390/math11122691,Object-Centric Process Mining: Unraveling the Fabric of Real Processes,2023,B,Mathematics,v1:Mathematics,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4380989173,10.1016/j.dss.2023.114039,All eyes on me: Predicting consumer intentions on social commerce platforms using eye-tracking data and ensemble learning,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,86604.0,617.0,12.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4381551798,10.48550/arxiv.2306.10341,Tailoring Machine Learning for Process Mining,2023,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,70030.0,681.0,16.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4381986048,10.1007/s10664-023-10326-7,Software testing in the machine learning era,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,10301.0,66.0,4.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4383215296,10.1016/j.is.2023.102253,A statistical method for predicting quantitative variables in association rule mining,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4383652593,10.1016/j.engappai.2023.106678,Generating multi-level explanations for process outcome predictions,2023,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4383893667,10.1016/j.is.2023.102254,Automatically reconciling the trade-off between prediction accuracy and earliness in prescriptive business process monitoring,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,139267.0,1143.0,54.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4383989008,10.23919/cje.2021.00.170,Explainable Business Process Remaining Time Prediction Using Reachability Graph,2023,B,Chinese Journal of Electronics,v1:Chinese Journal of Electronics,1,1,1.0,,65478.0,490.0,15.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4384008764,10.1016/j.artint.2023.103973,Fast and accurate data-driven goal recognition using process mining techniques,2023,B,Artificial Intelligence,v1:Artificial Intelligence,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4385212557,10.1109/access.2023.3298305,MTLFormer: Multi-Task Learning Guided Transformer Network for Business Process Prediction,2023,B,IEEE Access,v1:IEEE Access,10,10,1.0,,72321.0,566.0,21.0,INCLUDED,INCLUDED,"Moreover, we conduct the ablation experiments with multi-task learning and the Transformer network as the baseline.",9.0,no,,0.0,no,,0.0,no,,0.0,unclear,", the difference between each model parameter W does not exceed a certain threshold.",6.0,no,,0.0,unclear,no,yes,unclear,no,no,
W4385322803,10.1016/j.dss.2023.114051,Measuring service quality based on customer emotion: An explainable AI approach,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4385555616,10.3390/s23156931,Modelling and Predictive Monitoring of Business Processes under Uncertainty with Reinforcement Learning,2023,B,Sensors,v1:Sensors,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4385651867,10.1016/j.dss.2023.114062,Cognitive process-driven model design: A deep learning recommendation model with textual review and context,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4386008164,10.1016/j.engappai.2023.106899,Outcome-Oriented Prescriptive Process Monitoring based on Temporal Logic Patterns,2023,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4386114095,10.1007/s10664-023-10377-w,The software heritage license dataset (2022 edition),2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,129546.0,1181.0,49.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4386142872,10.1016/j.dss.2023.114065,Which product description phrases affect sales forecasting? An explainable AI framework by integrating WaveNet neural network models with multiple regression,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4386194126,10.1007/s10664-023-10316-9,Do attention and memory explain the performance of software developers?,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,103580.0,957.0,34.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4386227221,10.1016/j.dss.2023.114074,Impact of the COVID-19 pandemic on the stock market and investor online word of mouth,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4386315295,10.1007/978-3-031-41620-0_18,Interactive Multi-interest Process Pattern Discovery,2023,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,,1348571.0,12543.0,513.0,INCLUDED,INCLUDED,Adding pairwise interplay terms between all variables in models did not improve R-squared.,456.0,unclear,"As illustrated in Table 1, the Categorical Event Feature log concept can be represented by means of four diﬀerent representation types.",187.0,no,,0.0,no,,0.0,unclear,"Alternatively, for a generic application of the framework, we implement IDENc by introducing an overlapping threshold t ∈R, where 0 ≤t < 1.",80.0,no,,0.0,unclear,unclear,unclear,unclear,no,yes,"A test case and it’s alignment, with the activity abbreviations: Reject application, Ansøger informeret, Fill out application, Approved - to board, Lawyer Review, Register Decision, Change phase to Abort, Anonymiser data. || [1] tackles this challenge by establishing a knowledge base that captures rules about the semantics of appropriate process executions, extracted from a linguistic resource (Ve"
W4386315419,10.1007/978-3-031-41620-0_9,DyLoPro: Profiling the Dynamics of Event Logs,2023,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,,46506.0,390.0,16.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4386321305,10.1007/978-3-031-41623-1_8,Predicting Unseen Process Behavior Based on Context Information from Compliance Constraints,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,52579.0,497.0,19.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4386715814,10.1007/s10664-023-10335-6,An investigation of online and offline learning models for online Just-in-Time Software Defect Prediction,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,107714.0,866.0,35.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4386764751,10.1016/j.ejor.2023.09.010,Explainability in process outcome prediction: Guidelines to obtain interpretable and faithful models,2023,B,European Journal of Operational Research,v1:European Journal of Operational Research,1,1,1.0,,86522.0,654.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4386833453,10.1007/s10664-023-10341-8,On the validity of retrospective predictive performance evaluation procedures in just-in-time software defect prediction,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,103838.0,749.0,33.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4386874052,10.1016/j.engappai.2023.107028,Trace encoding in process mining: A survey and benchmarking,2023,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,,114745.0,1078.0,23.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4387004102,10.1007/s10664-023-10375-y,"Experimental comparison of features, analyses, and classifiers for Android malware detection",2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4387101695,10.1007/s10664-023-10361-4,"Automated detection, categorisation and developers’ experience with the violations of honesty in mobile apps",2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,159749.0,1237.0,52.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4387121962,10.1155/2023/8867057,Decision-Making Based on Predictive Process Monitoring of Patient Treatment Processes: A Case Study of Emergency Patients,2023,B,Advances in Operations Research,v1:Advances in Operations Research,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4387341418,10.1016/j.dss.2023.114102,A hybrid framework using explainable AI (XAI) in cyber-risk management for defence and recovery against phishing attacks,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4387453363,10.1016/j.is.2023.102289,"Discovery, simulation, and optimization of business processes with differentiated resources",2023,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4387470007,10.1109/icpm60904.2023.10271960,Measuring the Stability of Process Outcome Predictions in Online Settings,2023,B,,v1:nan,16,16,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4387492937,10.1016/j.is.2023.102293,A taxonomy and ontology for digital platforms,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,87542.0,701.0,56.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4387583615,10.1109/etfa54631.2023.10275361,Predictive Process Monitoring for Prediction of Remaining Cycle Time in Automated Manufacturing: A Case Study,2023,B,,v1:nan,16,16,1.0,,41051.0,386.0,9.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4387652178,10.1016/j.dss.2023.114106,Locally interpretable tree boosting: An application to house price prediction,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4387709463,10.1016/j.is.2023.102307,GSM: A generalized approach to Supervised Meta-blocking for scalable entity resolution,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4387917776,10.1007/978-3-031-44505-7_31,Discovering Explicit Scale-Up Criteria in Crisis Response with Decision Mining,2023,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,,44935.0,406.0,17.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4388209009,10.1016/j.is.2023.102314,Reproducible experiments for generating pre-processing pipelines for AutoETL,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,64591.0,514.0,20.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4388294588,10.1007/s10664-023-10393-w,Generating and detecting true ambiguity: a forgotten danger in DNN supervision testing,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,99950.0,737.0,36.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4388341803,10.1007/s10270-023-01132-2,From process mining to augmented process execution,2023,B,Software & Systems Modeling,v1:Software & Systems Modeling,2,2,1.0,,50981.0,434.0,10.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4388441002,10.1016/j.jlamp.2023.100928,Business processes resource management using rewriting logic and deep-learning-based predictive monitoring,2023,B,Journal of Logical and Algebraic Methods in Programming,v1:Journal of Logical and Algebraic Methods in Programming,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4388572082,10.1016/j.dss.2023.114121,An explanation framework and method for AI-based text emotion analysis and visualisation,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4388706046,10.1007/s10664-023-10396-7,An empirical study on software understandability and its dependence on code characteristics,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,72181.0,620.0,24.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4388971801,10.1007/s10664-023-10402-y,Fairness-aware machine learning engineering: how far are we?,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,141588.0,871.0,46.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4389153203,10.1007/s10664-023-10423-7,Multi-granular software annotation using file-level weak labelling,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4389337815,10.1007/s10664-023-10374-z,Assessing the utility of text-to-SQL approaches for satisfying software developer information needs,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,118221.0,915.0,48.0,INCLUDED,INCLUDED,Empirical Software Engineering (2024) 29:15 Answer to RQ2 RQ2 aimed at evaluating performance differences when training our models with and without SE-speciﬁc data.,24.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,no,no,unclear,no,no,yes,"In fact, the idea of retrieving data from a knowledge base by simply asking a question is not new and has been a research focus for many years. || We aimed to understand, to what extent participants can assess imperfectly generated SQL queries in terms of three potential problems: syntactically incorrect queries, incomplete queries in terms of SQL concepts, and incomplete queries in terms of datab"
W4389454570,10.1016/j.is.2023.102330,Validation set sampling strategies for predictive process monitoring,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,117323.0,946.0,54.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4389625424,10.1007/s10664-023-10408-6,On the adoption and effects of source code reuse on defect proneness and maintenance effort,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,142912.0,1044.0,42.0,INCLUDED,INCLUDED,"When considering the binary defect prediction scenario, the performance achieved was close to 94% in terms of F-Measure both when considering the models with and without inheritance and delegation metrics.",29.0,unclear,"With respect to the control variables considered in the study, it is important to discuss the role of NOC and DIT.",12.0,yes,"The independent variables and control variables are reported on the rows, while the various considered systems are reported on the columns—empty cells indicate that a certain variable was removed from the analysis of a speciﬁc system as a consequence of the multicollinearity analysis, while the numb",18.0,no,,0.0,no,,0.0,unclear,"Since the metrics were computed on the ﬁles modiﬁed within the considered commits, we aggregated them to have a unique commit-level value for each metric.",28.0,unclear,no,no,no,no,no,
W4389685461,10.1007/s10664-023-10409-5,Detection and evaluation of bias-inducing features in machine learning,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,178866.0,1283.0,66.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4389794218,10.1007/s10664-023-10395-8,Predicting merge conflicts considering social and technical assets,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,108595.0,1002.0,33.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4389905850,10.1016/j.im.2023.103907,Biometric m-payment systems: A multi-analytical approach to determining use intention,2023,A,Information & Management,v1:Information & Management,20,20,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4389989770,10.1016/j.is.2023.102339,Foundations and practice of binary process discovery,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,106816.0,883.0,21.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4390063440,10.1016/j.is.2023.102340,A screenshot-based task mining framework for disclosing the drivers behind variable human actions,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4390102651,10.1016/j.is.2023.102341,HubHSP graph: Capturing local geometrical and statistical data properties via spanning graphs,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4390141881,10.1016/j.is.2023.102342,Is text preprocessing still worth the time? A comparative survey on the influence of popular preprocessing methods on Transformers and traditional classifiers,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,132944.0,1171.0,19.0,INCLUDED,INCLUDED,"Since there were substantial changes in performance outcomes between the model with and without text preprocessing, the authors suggest that future studies should examine the impact of each text preprocessing step.",3.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,no,no,no,no,no,yes,"To summarize, the works described above or referenced in the following sections are characterized by at least one or more of the following aspects: • Do not contain a detailed catalog of all the most common preprocessing techniques."
W4390192114,10.21817/indjcse/2023/v14i6/231406036,BUSINESS PROCESS OUTCOME PREDICTION USING ATTENTION BASED LSTM,2023,B,Indian Journal of Computer Science and Engineering,v1:Indian Journal of Computer Science and Engineering,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4390431291,10.1016/j.dss.2023.114151,A new perspective on classification: Optimally allocating limited resources to uncertain tasks,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,54347.0,434.0,37.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4390548239,10.1145/3632410.3632435,Towards Business Process Observability,2024,B,,v1:nan,16,16,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4390570643,10.1007/s10664-023-10419-3,Search-based Automatic Repair for Fairness and Accuracy in Decision-making Software,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,99382.0,820.0,33.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4390704240,10.1007/978-3-031-50974-2_3,An Experiment on Transfer Learning for Suffix Prediction on Event Logs,2024,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4390872958,10.1109/tsc.2024.3353817,Explainable and Effective Process Remaining Time Prediction Using Feature-Informed Cascade Prediction Model,2024,B,IEEE Transactions on Services Computing,v1:IEEE Transactions on Services Computing,5,5,1.0,,81765.0,790.0,15.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4390911025,10.1007/s10115-023-02042-x,A systematic literature review on the application of process mining to Industry 4.0,2024,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,,128221.0,1094.0,56.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4391092733,10.1109/tai.2024.3357041,Why Should I Trust Your Explanation? An Evaluation Approach for XAI Methods Applied to Predictive Process Monitoring Results,2024,B,IEEE Transactions on Artificial Intelligence,v1:IEEE Transactions on Artificial Intelligence,1,1,1.0,,101982.0,892.0,15.0,INCLUDED,INCLUDED,"Features in the core have more predictive power compared to the remaining features, while excluded features are assumed to have less potential to improve the accuracy of a predictive model.",6.0,no,,0.0,no,,0.0,no,,0.0,yes,"6 Event log (1) Apply different feature selection (FS) methods (2) Compute scores statistics FS2 FSn FS1 FS methods (3) Compute threshold (**) simple thresholding adjustable thresholding (4) Compute reducts (Min, max of mean scores) (5) Compute core & a representative reduct Reduct (FS1) Reduct (FSn",6.0,no,,0.0,no,no,no,unclear,no,yes,"For example, the process of order placement defines a set of all allowed activities, including user logging (A1), catalog browsing (A2), products’ choosing (A3), cart modification (A4), cart approval (A5), and payment (A6)."
W4391143283,10.1007/s10844-024-00841-4,Data- & compute-efficient deviance mining via active learning and fast ensembles,2024,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,,77369.0,599.0,25.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4391467349,10.1109/access.2024.3361650,Tuning Machine Learning to Address Process Mining Requirements,2024,B,IEEE Access,v1:IEEE Access,10,10,1.0,,78733.0,713.0,15.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4391808283,10.1007/s10796-024-10474-1,Speeding up Explorative BPM with Lightweight IT: the Case of Machine Learning,2024,B,Information Systems Frontiers,v1:Information Systems Frontiers,1,1,1.0,,90270.0,694.0,18.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4391934098,10.1016/j.dss.2024.114196,Outlier detection using flexible categorization and interrogative agendas,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,103514.0,930.0,15.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4392021591,10.1007/s10664-023-10405-9,Analyzing source code vulnerabilities in the D2A dataset with ML ensembles and C-BERT,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,108581.0,945.0,38.0,INCLUDED,INCLUDED,"On this biased sample set, the accuracy with and without the auto-labeler is 53% and 35% respectively.",14.0,unclear,Table 5 lists the features we extract from bug reports.,16.0,no,,0.0,yes,Once this threshold-point is chosen we also present F1-score as the average of each class F1-score since our goal is to reduce the number of false positives while preserving the real ones.,18.0,yes,"distribution of the vulnerable mentions, CMA identiﬁes the category of the vulnerability and ranks commits based on conﬁdence scores, with a threshold set to 0.",10.0,no,,0.0,unclear,yes,no,unclear,no,no,
W4392224127,10.1007/s10664-024-10474-4,An empirical study of challenges in machine learning asset management,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,180765.0,1674.0,63.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4392471232,10.1007/s10664-023-10436-2,Machine learning-based test smell detection,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,143082.0,1151.0,44.0,INCLUDED,INCLUDED,We performed an ablation study to analyze the contribution of each conﬁguration and training step to the overall models’ performance.,15.0,unclear,Table 4 lists and describes each considered test smell and the independent variables taken into account for each smell under investigation.,14.0,no,,0.0,no,,0.0,unclear,A test is marked as smelly if the value overcomes a threshold.,2.0,no,,0.0,no,no,no,unclear,unclear,yes,"We further elaborate and discuss the reasons behind this negative result through a qualitative investigation into the current issues and challenges that prevent the appropriate detection of test smells, which allowed us to catalog the next steps that the research community may pursue to improve test smell detection techniques. || Such a qualitative investigation allows us to elicit and catalog the"
W4392671470,10.1016/j.engappai.2024.108189,Adaptive goal recognition using process mining techniques,2024,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4392828285,10.1007/s10664-024-10473-5,VaryMinions: leveraging RNNs to identify variants in variability-intensive systems’ logs,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,128663.0,1374.0,49.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4392881469,10.1016/j.is.2024.102378,"An inter-modal attention-based deep learning framework using unified modality for multimodal fake news, hate speech and offensive language detection",2024,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4392926865,10.54337/aau679682469,Process Innovation with Analytics in Manufacturing: Exploration through Demonstrator Development,2024,B,,v1:nan,16,16,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4393238355,10.1016/j.dajour.2024.100452,A hybrid machine learning with process analytics for predicting customer experience in online insurance services industry,2024,B,Decision Analytics Journal,v1:Decision Analytics Journal,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4393283822,10.1007/s10664-025-10714-1,On the impact of black-box deployment strategies for edge AI on latency and model performance,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,508158.0,4864.0,143.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4393346601,10.1016/j.dss.2024.114216,Real-time decision support for human–machine interaction in digital railway control rooms,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4393353640,10.1016/j.dss.2024.114215,Prioritising national healthcare service issues from free text feedback – A computational text analysis & predictive modelling approach,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4393870618,10.1007/s10479-024-05943-4,Quantifying and explaining machine learning uncertainty in predictive process monitoring: an operations research perspective,2024,B,Annals of Operations Research,v1:Annals of Operations Research,1,1,1.0,,122557.0,993.0,41.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4394773220,10.1007/978-3-031-56107-8_15,Uncovering the Hidden Significance of Activities Location in Predictive Process Monitoring,2024,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,35097.0,313.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4394834496,10.1016/j.softx.2024.101734,VERONA: A python library for benchmarking deep learning in business process monitoring,2024,B,SoftwareX,v1:SoftwareX,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4394934815,10.1016/j.dss.2024.114228,Enhancing healthcare decision support through explainable AI models for risk prediction,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4395672944,10.1016/j.dss.2024.114229,Explainable Learning Analytics: Assessing the stability of student success prediction models by means of explainable AI,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,81016.0,551.0,35.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4395690061,10.1016/j.dss.2024.114231,The information content of financial statement fraud risk: An ensemble learning approach,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4395697722,10.1016/j.dss.2024.114234,Explaining the model and feature dependencies by decomposition of the Shapley value,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,59439.0,512.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4396581619,10.1007/s10664-024-10467-3,Comparative analysis of real issues in open-source machine learning projects,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,79755.0,599.0,28.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4396668324,10.1016/j.is.2024.102401,BF-BigGraph: An efficient subgraph isomorphism approach using machine learning for big graph databases,2024,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
